year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,9,20,526,530,-4,819,810,9,UA,995,N513UA,EWR,IAH,205,1400,5,30,2013-09-20T09:00:00Z
2013,9,20,542,545,-3,816,855,-39,AA,2243,N5DDAA,JFK,MIA,133,1089,5,45,2013-09-20T09:00:00Z
2013,9,20,543,545,-2,933,933,0,B6,1403,N503JB,JFK,SJU,198,1598,5,45,2013-09-20T09:00:00Z
2013,9,20,544,550,-6,914,932,-18,B6,939,N506JB,JFK,BQN,188,1576,5,50,2013-09-20T09:00:00Z
2013,9,20,549,600,-11,820,858,-38,B6,371,N624JB,LGA,FLL,133,1076,6,0,2013-09-20T10:00:00Z
2013,9,20,549,600,-11,649,716,-27,EV,5716,N826AS,JFK,IAD,38,228,6,0,2013-09-20T10:00:00Z
2013,9,20,550,600,-10,656,708,-12,B6,2180,N273JB,EWR,BOS,42,200,6,0,2013-09-20T10:00:00Z
2013,9,20,553,600,-7,646,701,-15,US,2134,N733UW,LGA,BOS,39,184,6,0,2013-09-20T10:00:00Z
2013,9,20,554,600,-6,846,901,-15,UA,1439,N38443,EWR,LAX,324,2454,6,0,2013-09-20T10:00:00Z
2013,9,20,555,600,-5,839,856,-17,B6,601,N661JB,JFK,FLL,131,1069,6,0,2013-09-20T10:00:00Z
2013,9,20,556,600,-4,723,716,7,EV,5747,N828AS,LGA,IAD,43,229,6,0,2013-09-20T10:00:00Z
2013,9,20,557,600,-3,813,829,-16,EV,4137,N16999,EWR,ATL,102,746,6,0,2013-09-20T10:00:00Z
2013,9,20,557,600,-3,732,754,-22,EV,5068,N131EV,EWR,DTW,73,488,6,0,2013-09-20T10:00:00Z
2013,9,20,557,600,-3,832,905,-33,AA,1175,N3BLAA,LGA,MIA,137,1096,6,0,2013-09-20T10:00:00Z
2013,9,20,558,600,-2,740,749,-9,DL,731,N355NB,LGA,DTW,81,502,6,0,2013-09-20T10:00:00Z
2013,9,20,558,600,-2,814,840,-26,B6,27,N594JB,EWR,MCO,117,937,6,0,2013-09-20T10:00:00Z
2013,9,20,558,600,-2,915,923,-8,UA,303,N522UA,JFK,SFO,342,2586,6,0,2013-09-20T10:00:00Z
2013,9,20,558,605,-7,700,735,-35,UA,219,N463UA,EWR,ORD,109,719,6,5,2013-09-20T10:00:00Z
2013,9,20,559,600,-1,800,827,-27,DL,461,N992DL,LGA,ATL,100,762,6,0,2013-09-20T10:00:00Z
2013,9,20,559,603,-4,704,723,-19,EV,4252,N11536,EWR,MKE,102,725,6,3,2013-09-20T10:00:00Z
2013,9,20,600,600,0,651,659,-8,US,2167,N725UW,LGA,DCA,41,214,6,0,2013-09-20T10:00:00Z
2013,9,20,601,600,1,814,815,-1,FL,347,N291AT,LGA,ATL,101,762,6,0,2013-09-20T10:00:00Z
2013,9,20,606,610,-4,753,809,-16,DL,1919,N918DL,LGA,MSP,139,1020,6,10,2013-09-20T10:00:00Z
2013,9,20,607,610,-3,847,855,-8,AA,1103,N3GSAA,LGA,DFW,195,1389,6,10,2013-09-20T10:00:00Z
2013,9,20,607,615,-8,743,813,-30,US,840,N110UW,EWR,CLT,75,529,6,15,2013-09-20T10:00:00Z
2013,9,20,607,600,7,654,700,-6,US,1909,N967UW,LGA,PHL,29,96,6,0,2013-09-20T10:00:00Z
2013,9,20,608,610,-2,713,725,-12,WN,249,N914WN,EWR,MDW,100,711,6,10,2013-09-20T10:00:00Z
2013,9,20,608,602,6,837,852,-15,UA,1115,N15710,EWR,TPA,130,997,6,2,2013-09-20T10:00:00Z
2013,9,20,609,616,-7,748,754,-6,EV,4424,N11192,EWR,RDU,64,416,6,16,2013-09-20T10:00:00Z
2013,9,20,609,600,9,732,740,-8,WN,452,N964WN,LGA,STL,114,888,6,0,2013-09-20T10:00:00Z
2013,9,20,610,615,-5,751,811,-20,US,1772,N196UW,JFK,CLT,74,541,6,15,2013-09-20T10:00:00Z
2013,9,20,611,611,0,718,722,-4,EV,4533,N14993,EWR,BUF,48,282,6,11,2013-09-20T10:00:00Z
2013,9,20,612,615,-3,717,742,-25,EV,4422,N11165,EWR,PIT,48,319,6,15,2013-09-20T10:00:00Z
2013,9,20,617,620,-3,808,810,-2,MQ,3351,N532MQ,LGA,DTW,81,502,6,20,2013-09-20T10:00:00Z
2013,9,20,619,625,-6,832,850,-18,MQ,3550,N534MQ,LGA,ATL,100,762,6,25,2013-09-20T10:00:00Z
2013,9,20,619,625,-6,750,800,-10,MQ,3525,N735MQ,LGA,RDU,71,431,6,25,2013-09-20T10:00:00Z
2013,9,20,620,625,-5,832,900,-28,UA,578,N483UA,EWR,LAS,290,2227,6,25,2013-09-20T10:00:00Z
2013,9,20,621,630,-9,755,813,-18,EV,4334,N15574,EWR,CMH,71,463,6,30,2013-09-20T10:00:00Z
2013,9,20,621,625,-4,1006,915,51,WN,16,N956WN,EWR,HOU,258,1411,6,25,2013-09-20T10:00:00Z
2013,9,20,623,630,-7,855,914,-19,B6,1099,N593JB,LGA,MCO,119,950,6,30,2013-09-20T10:00:00Z
2013,9,20,623,635,-12,744,751,-7,B6,2802,N187JB,JFK,BUF,54,301,6,35,2013-09-20T10:00:00Z
2013,9,20,623,630,-7,914,915,-1,UA,559,N460UA,LGA,IAH,210,1416,6,30,2013-09-20T10:00:00Z
2013,9,20,624,620,4,811,818,-7,EV,5599,N136EV,EWR,MSP,154,1008,6,20,2013-09-20T10:00:00Z
2013,9,20,624,629,-5,857,929,-32,AA,1205,N3FTAA,EWR,MIA,132,1085,6,29,2013-09-20T10:00:00Z
2013,9,20,625,630,-5,815,840,-25,US,2085,N555AY,LGA,CLT,82,544,6,30,2013-09-20T10:00:00Z
2013,9,20,625,630,-5,920,930,-10,UA,797,N589UA,JFK,LAX,330,2475,6,30,2013-09-20T10:00:00Z
2013,9,20,626,630,-4,815,835,-20,EV,4150,N36915,EWR,CVG,86,569,6,30,2013-09-20T10:00:00Z
2013,9,20,627,630,-3,821,839,-18,EV,4393,N16561,EWR,IND,91,645,6,30,2013-09-20T10:00:00Z
2013,9,20,627,630,-3,843,833,10,EV,4535,N11150,EWR,MSP,172,1008,6,30,2013-09-20T10:00:00Z
2013,9,20,627,630,-3,822,838,-16,B6,675,N806JB,JFK,MSY,148,1182,6,30,2013-09-20T10:00:00Z
2013,9,20,627,630,-3,739,753,-14,B6,905,N568JB,JFK,ORD,108,740,6,30,2013-09-20T10:00:00Z
2013,9,20,627,625,2,745,740,5,WN,1708,N8311Q,LGA,MDW,106,725,6,25,2013-09-20T10:00:00Z
2013,9,20,627,630,-3,930,952,-22,UA,1668,N76502,EWR,SFO,342,2565,6,30,2013-09-20T10:00:00Z
2013,9,20,628,635,-7,823,833,-10,US,2023,N179UW,EWR,CLT,76,529,6,35,2013-09-20T10:00:00Z
2013,9,20,629,633,-4,735,745,-10,EV,4241,N12924,EWR,DCA,40,199,6,33,2013-09-20T10:00:00Z
2013,9,20,630,630,0,843,847,-4,DL,575,N305DQ,EWR,ATL,97,746,6,30,2013-09-20T10:00:00Z
2013,9,20,630,630,0,857,857,0,B6,211,N641JB,JFK,LAS,297,2248,6,30,2013-09-20T10:00:00Z
2013,9,20,631,630,1,812,805,7,AA,303,N580AA,LGA,ORD,110,733,6,30,2013-09-20T10:00:00Z
2013,9,20,633,630,3,737,742,-5,UA,1199,N25705,EWR,BOS,39,200,6,30,2013-09-20T10:00:00Z
2013,9,20,636,639,-3,833,852,-19,EV,4122,N16559,EWR,SDF,95,642,6,39,2013-09-20T10:00:00Z
2013,9,20,636,639,-3,827,850,-23,EV,4471,N14180,EWR,CLT,78,529,6,39,2013-09-20T10:00:00Z
2013,9,20,640,641,-1,745,810,-25,UA,1262,N27213,EWR,ORD,107,719,6,41,2013-09-20T10:00:00Z
2013,9,20,642,645,-3,914,937,-23,B6,453,N561JB,JFK,PBI,132,1028,6,45,2013-09-20T10:00:00Z
2013,9,20,643,640,3,912,910,2,US,621,N546UW,JFK,PHX,281,2153,6,40,2013-09-20T10:00:00Z
2013,9,20,645,645,0,919,938,-19,B6,525,N613JB,JFK,TPA,130,1005,6,45,2013-09-20T10:00:00Z
2013,9,20,648,655,-7,838,840,-2,MQ,3599,N508MQ,LGA,MSP,158,1020,6,55,2013-09-20T10:00:00Z
2013,9,20,648,648,0,915,955,-40,UA,382,N420UA,EWR,SEA,307,2402,6,48,2013-09-20T10:00:00Z
2013,9,20,650,655,-5,1029,1052,-23,DL,315,N6708D,JFK,SJU,197,1598,6,55,2013-09-20T10:00:00Z
2013,9,20,650,700,-10,755,806,-11,US,2136,N958UW,LGA,BOS,34,184,7,0,2013-09-20T11:00:00Z
2013,9,20,652,655,-3,802,809,-7,B6,318,N348JB,JFK,BOS,37,187,6,55,2013-09-20T10:00:00Z
2013,9,20,652,640,12,802,810,-8,WN,465,N436WN,LGA,MKE,106,738,6,40,2013-09-20T10:00:00Z
2013,9,20,653,700,-7,902,934,-32,DL,1547,N907DE,LGA,ATL,102,762,7,0,2013-09-20T11:00:00Z
2013,9,20,654,700,-6,840,900,-20,9E,3769,N8877A,EWR,CVG,85,569,7,0,2013-09-20T11:00:00Z
2013,9,20,655,700,-5,1020,1019,1,DL,269,N624AG,JFK,SFO,345,2586,7,0,2013-09-20T11:00:00Z
2013,9,20,655,700,-5,923,945,-22,DL,2285,N337NB,LGA,MCO,122,950,7,0,2013-09-20T11:00:00Z
2013,9,20,655,659,-4,813,837,-24,EV,4099,N13978,EWR,STL,121,872,6,59,2013-09-20T10:00:00Z
2013,9,20,655,659,-4,835,857,-22,EV,4166,N16571,EWR,GSP,82,594,6,59,2013-09-20T10:00:00Z
2013,9,20,655,700,-5,1050,1056,-6,B6,3,N606JB,JFK,SJU,197,1598,7,0,2013-09-20T11:00:00Z
2013,9,20,655,655,0,853,920,-27,AA,1263,N618AA,JFK,LAS,277,2248,6,55,2013-09-20T10:00:00Z
2013,9,20,655,700,-5,935,949,-14,B6,683,N665JB,JFK,MCO,124,944,7,0,2013-09-20T11:00:00Z
2013,9,20,656,700,-4,950,1010,-20,DL,1415,N389DA,JFK,SLC,261,1990,7,0,2013-09-20T11:00:00Z
2013,9,20,656,700,-4,940,1003,-23,B6,23,N763JB,JFK,LAX,312,2475,7,0,2013-09-20T11:00:00Z
2013,9,20,656,700,-4,754,809,-15,US,2169,N767UW,LGA,DCA,40,214,7,0,2013-09-20T11:00:00Z
2013,9,20,656,545,71,951,830,81,UA,1714,N39728,LGA,IAH,217,1416,5,45,2013-09-20T09:00:00Z
2013,9,20,657,705,-8,942,955,-13,AA,1107,N3GYAA,LGA,DFW,191,1389,7,5,2013-09-20T11:00:00Z
2013,9,20,657,700,-3,1010,1023,-13,UA,347,N597UA,JFK,SFO,351,2586,7,0,2013-09-20T11:00:00Z
2013,9,20,659,705,-6,948,1014,-26,DL,2003,N362NB,LGA,MIA,144,1096,7,5,2013-09-20T11:00:00Z
2013,9,20,659,659,0,857,859,-2,MQ,3676,N857MQ,LGA,CLT,82,544,6,59,2013-09-20T10:00:00Z
2013,9,20,659,700,-1,810,833,-23,UA,331,N825UA,LGA,ORD,112,733,7,0,2013-09-20T11:00:00Z
2013,9,20,659,700,-1,958,1001,-3,UA,1665,N76265,EWR,LAX,336,2454,7,0,2013-09-20T11:00:00Z
2013,9,20,700,700,0,1012,1010,2,DL,763,N153DL,JFK,LAX,319,2475,7,0,2013-09-20T11:00:00Z
2013,9,20,702,710,-8,820,845,-25,AA,305,N555AA,LGA,ORD,113,733,7,10,2013-09-20T11:00:00Z
2013,9,20,704,710,-6,950,1015,-25,DL,1879,N335NB,LGA,FLL,142,1076,7,10,2013-09-20T11:00:00Z
2013,9,20,704,700,4,824,835,-11,WN,329,N441WN,EWR,STL,120,872,7,0,2013-09-20T11:00:00Z
2013,9,20,706,710,-4,927,957,-30,UA,268,N448UA,EWR,MCO,119,937,7,10,2013-09-20T11:00:00Z
2013,9,20,708,710,-2,951,1000,-9,AA,2493,N630AA,JFK,MCO,121,944,7,10,2013-09-20T11:00:00Z
2013,9,20,711,715,-4,1013,1010,3,VX,399,N624VA,JFK,LAX,324,2475,7,15,2013-09-20T11:00:00Z
2013,9,20,716,645,31,818,809,9,EV,4522,N12921,EWR,BNA,99,748,6,45,2013-09-20T10:00:00Z
2013,9,20,717,720,-3,950,1025,-35,AS,15,N551AS,EWR,SEA,310,2402,7,20,2013-09-20T11:00:00Z
2013,9,20,718,725,-7,933,945,-12,MQ,3547,N725MQ,LGA,XNA,171,1147,7,25,2013-09-20T11:00:00Z
2013,9,20,720,729,-9,848,907,-19,EV,4125,N13979,EWR,GSO,63,445,7,29,2013-09-20T11:00:00Z
2013,9,20,720,729,-9,948,1021,-33,B6,461,N646JB,LGA,PBI,124,1035,7,29,2013-09-20T11:00:00Z
2013,9,20,720,730,-10,1022,1045,-23,VX,183,N837VA,EWR,SFO,346,2565,7,30,2013-09-20T11:00:00Z
2013,9,20,720,720,0,823,845,-22,WN,1705,N445WN,EWR,BNA,98,748,7,20,2013-09-20T11:00:00Z
2013,9,20,720,726,-6,1006,1048,-42,UA,1498,N38451,EWR,SFO,333,2565,7,26,2013-09-20T11:00:00Z
2013,9,20,721,724,-3,824,836,-12,UA,424,N816UA,EWR,BOS,38,200,7,24,2013-09-20T11:00:00Z
2013,9,20,722,730,-8,1106,1124,-18,B6,1289,N653JB,EWR,SJU,202,1608,7,30,2013-09-20T11:00:00Z
2013,9,20,724,725,-1,958,1015,-17,AA,1381,N434AA,EWR,DFW,190,1372,7,25,2013-09-20T11:00:00Z
2013,9,20,726,730,-4,917,929,-12,DL,831,N353NB,LGA,DTW,84,502,7,30,2013-09-20T11:00:00Z
2013,9,20,727,735,-8,1003,1031,-28,DL,183,N707TW,JFK,SEA,308,2422,7,35,2013-09-20T11:00:00Z
2013,9,20,730,735,-5,1018,1035,-17,AA,2279,N3KTAA,LGA,MIA,140,1096,7,35,2013-09-20T11:00:00Z
2013,9,20,730,730,0,1026,1020,6,WN,1975,N949WN,LGA,HOU,203,1428,7,30,2013-09-20T11:00:00Z
2013,9,20,730,728,2,940,957,-17,UA,1682,N17233,EWR,DEN,225,1605,7,28,2013-09-20T11:00:00Z
2013,9,20,734,740,-6,1059,1055,4,AA,59,N323AA,JFK,SFO,363,2586,7,40,2013-09-20T11:00:00Z
2013,9,20,735,740,-5,1051,1055,-4,VX,11,N844VA,JFK,SFO,354,2586,7,40,2013-09-20T11:00:00Z
2013,9,20,736,740,-4,1005,1035,-30,B6,163,N265JB,JFK,SRQ,132,1041,7,40,2013-09-20T11:00:00Z
2013,9,20,736,740,-4,831,855,-24,WN,4461,N426WN,EWR,MDW,96,711,7,40,2013-09-20T11:00:00Z
2013,9,20,739,740,-1,856,900,-4,MQ,3709,N6EAMQ,EWR,ORD,103,719,7,40,2013-09-20T11:00:00Z
2013,9,20,739,727,12,1040,1007,33,UA,261,N538UA,LGA,IAH,225,1416,7,27,2013-09-20T11:00:00Z
2013,9,20,740,750,-10,1019,1040,-21,MQ,3052,N503MQ,JFK,TPA,126,1005,7,50,2013-09-20T11:00:00Z
2013,9,20,740,741,-1,850,910,-20,UA,1030,N78448,EWR,ORD,102,719,7,41,2013-09-20T11:00:00Z
2013,9,20,741,749,-8,1027,1043,-16,B6,1717,N559JB,LGA,TPA,130,1010,7,49,2013-09-20T11:00:00Z
2013,9,20,742,745,-3,946,1001,-15,DL,807,N357NW,EWR,ATL,98,746,7,45,2013-09-20T11:00:00Z
2013,9,20,742,650,52,933,908,25,UA,343,N529UA,LGA,DEN,208,1620,6,50,2013-09-20T10:00:00Z
2013,9,20,744,750,-6,1018,1049,-31,B6,901,N663JB,JFK,FLL,133,1069,7,50,2013-09-20T11:00:00Z
2013,9,20,744,746,-2,935,943,-8,B6,1273,N206JB,JFK,CHS,93,636,7,46,2013-09-20T11:00:00Z
2013,9,20,748,750,-2,1057,1044,13,UA,297,N556UA,EWR,LAX,331,2454,7,50,2013-09-20T11:00:00Z
2013,9,20,750,755,-5,917,935,-18,MQ,3363,N814MQ,JFK,RDU,68,427,7,55,2013-09-20T11:00:00Z
2013,9,20,750,751,-1,1010,1025,-15,UA,1289,N37464,EWR,LAS,289,2227,7,51,2013-09-20T11:00:00Z
2013,9,20,751,800,-9,1027,1111,-44,DL,1271,N905DE,JFK,FLL,133,1069,8,0,2013-09-20T12:00:00Z
2013,9,20,752,745,7,1021,1024,-3,9E,3528,N921XJ,LGA,JAX,110,833,7,45,2013-09-20T11:00:00Z
2013,9,20,752,800,-8,849,904,-15,B6,1491,N324JB,JFK,ACK,43,199,8,0,2013-09-20T12:00:00Z
2013,9,20,752,741,11,1538,1025,NA,UA,1591,N38268,EWR,IAH,NA,1400,7,41,2013-09-20T11:00:00Z
2013,9,20,753,759,-6,1000,1028,-28,DL,2047,N635DL,LGA,ATL,98,762,7,59,2013-09-20T11:00:00Z
2013,9,20,753,800,-7,849,908,-19,US,2138,N944UW,LGA,BOS,34,184,8,0,2013-09-20T12:00:00Z
2013,9,20,753,800,-7,918,918,0,US,2171,N708UW,LGA,DCA,42,214,8,0,2013-09-20T12:00:00Z
2013,9,20,754,757,-3,947,1022,-35,EV,4695,N12163,EWR,MSY,146,1167,7,57,2013-09-20T11:00:00Z
2013,9,20,754,759,-5,912,934,-22,AA,307,N571AA,LGA,ORD,107,733,7,59,2013-09-20T11:00:00Z
2013,9,20,754,800,-6,1043,1110,-27,B6,1511,N729JB,EWR,RSW,143,1068,8,0,2013-09-20T12:00:00Z
2013,9,20,755,756,-1,936,938,-2,EV,5963,N15555,EWR,RDU,68,416,7,56,2013-09-20T11:00:00Z
2013,9,20,755,805,-10,930,943,-13,9E,3611,N839AY,JFK,PIT,61,340,8,5,2013-09-20T12:00:00Z
2013,9,20,755,756,-1,958,951,7,US,1733,N163US,LGA,CLT,80,544,7,56,2013-09-20T11:00:00Z
2013,9,20,756,800,-4,1018,1050,-32,DL,1959,N3740C,JFK,MCO,117,944,8,0,2013-09-20T12:00:00Z
2013,9,20,756,745,11,1141,1144,-3,UA,1216,N75425,EWR,SJU,198,1608,7,45,2013-09-20T11:00:00Z
2013,9,20,757,800,-3,1029,1110,-41,DL,2190,N954DL,JFK,MIA,133,1089,8,0,2013-09-20T12:00:00Z
2013,9,20,757,759,-2,925,937,-12,B6,885,N216JB,JFK,RDU,68,427,7,59,2013-09-20T11:00:00Z
2013,9,20,758,804,-6,927,958,-31,EV,5242,N761ND,LGA,GSO,61,461,8,4,2013-09-20T12:00:00Z
2013,9,20,758,800,-2,1057,1100,-3,AA,33,N319AA,JFK,LAX,341,2475,8,0,2013-09-20T12:00:00Z
2013,9,20,759,805,-6,1030,1101,-31,DL,1109,N361NB,LGA,TPA,134,1010,8,5,2013-09-20T12:00:00Z
2013,9,20,759,733,26,950,938,12,EV,4144,N13118,EWR,CHS,84,628,7,33,2013-09-20T11:00:00Z
2013,9,20,800,805,-5,1024,1101,-37,DL,1167,N303DQ,JFK,TPA,127,1005,8,5,2013-09-20T12:00:00Z
2013,9,20,800,805,-5,944,1002,-18,EV,4246,N14959,EWR,DTW,76,488,8,5,2013-09-20T12:00:00Z
2013,9,20,801,805,-4,1036,1103,-27,DL,2395,N327NB,LGA,PBI,139,1035,8,5,2013-09-20T12:00:00Z
2013,9,20,801,759,2,944,1019,-35,9E,3507,N916XJ,JFK,MSY,142,1182,7,59,2013-09-20T11:00:00Z
2013,9,20,802,805,-3,909,912,-3,EV,4207,N12900,EWR,MHT,42,209,8,5,2013-09-20T12:00:00Z
2013,9,20,803,808,-5,909,929,-20,B6,2702,N231JB,JFK,BUF,53,301,8,8,2013-09-20T12:00:00Z
2013,9,20,803,810,-7,1049,1100,-11,UA,1218,N27724,EWR,DFW,194,1372,8,10,2013-09-20T12:00:00Z
2013,9,20,805,807,-2,948,959,-11,EV,4691,N12552,EWR,DAY,76,533,8,7,2013-09-20T12:00:00Z
2013,9,20,806,815,-9,931,948,-17,9E,3881,N8808H,JFK,BUF,53,301,8,15,2013-09-20T12:00:00Z
2013,9,20,806,810,-4,925,955,-30,MQ,3272,N851MQ,LGA,CLE,63,419,8,10,2013-09-20T12:00:00Z
2013,9,20,807,810,-3,1015,1023,-8,DL,2457,N371NB,LGA,MSY,145,1183,8,10,2013-09-20T12:00:00Z
2013,9,20,808,810,-2,1011,1030,-19,DL,1743,N372DA,JFK,ATL,98,760,8,10,2013-09-20T12:00:00Z
2013,9,20,808,810,-2,910,954,-44,EV,5463,N750EV,LGA,BNA,97,764,8,10,2013-09-20T12:00:00Z
2013,9,20,808,810,-2,1020,1030,-10,FL,346,N928AT,LGA,ATL,98,762,8,10,2013-09-20T12:00:00Z
2013,9,20,809,810,-1,1033,1054,-21,DL,857,N3751B,JFK,SAN,308,2446,8,10,2013-09-20T12:00:00Z
2013,9,20,809,800,9,919,933,-14,UA,544,N852UA,LGA,ORD,107,733,8,0,2013-09-20T12:00:00Z
2013,9,20,810,809,1,1032,1018,14,EV,4407,N14173,EWR,OMA,180,1134,8,9,2013-09-20T12:00:00Z
2013,9,20,810,815,-5,1010,1022,-12,9E,3538,N931XJ,JFK,MSP,143,1029,8,15,2013-09-20T12:00:00Z
2013,9,20,811,815,-4,1043,1105,-22,B6,183,N527JB,JFK,MCO,119,944,8,15,2013-09-20T12:00:00Z
2013,9,20,811,815,-4,1059,1121,-22,UA,504,N854UA,EWR,PDX,317,2434,8,15,2013-09-20T12:00:00Z
2013,9,20,812,815,-3,940,959,-19,EV,4869,N371CA,LGA,RIC,59,292,8,15,2013-09-20T12:00:00Z
2013,9,20,812,817,-5,955,1023,-28,9E,3353,N602LR,JFK,DTW,75,509,8,17,2013-09-20T12:00:00Z
2013,9,20,812,817,-5,1106,1127,-21,B6,929,N587JB,JFK,RSW,145,1074,8,17,2013-09-20T12:00:00Z
2013,9,20,813,815,-2,1039,1040,-1,DL,914,N338NB,LGA,DEN,226,1620,8,15,2013-09-20T12:00:00Z
2013,9,20,814,815,-1,1047,1042,5,DL,1429,N6712B,JFK,LAS,301,2248,8,15,2013-09-20T12:00:00Z
2013,9,20,816,820,-4,1202,1230,-28,AA,1357,N5FMAA,JFK,SJU,199,1598,8,20,2013-09-20T12:00:00Z
2013,9,20,819,825,-6,1003,1023,-20,US,409,N662AW,EWR,CLT,80,529,8,25,2013-09-20T12:00:00Z
2013,9,20,820,822,-2,1202,1215,-13,B6,403,N632JB,JFK,SJU,199,1598,8,22,2013-09-20T12:00:00Z
2013,9,20,822,829,-7,937,1001,-24,9E,3579,N8946A,LGA,IAD,40,229,8,29,2013-09-20T12:00:00Z
2013,9,20,822,825,-3,917,935,-18,AA,84,N3ADAA,JFK,BOS,34,187,8,25,2013-09-20T12:00:00Z
2013,9,20,822,829,-7,1118,1139,-21,AA,2267,N3FBAA,LGA,MIA,140,1096,8,29,2013-09-20T12:00:00Z
2013,9,20,823,831,-8,931,943,-12,UA,1162,N17730,EWR,BOS,38,200,8,31,2013-09-20T12:00:00Z
2013,9,20,824,830,-6,1107,1137,-30,UA,1041,N24212,EWR,SAT,202,1569,8,30,2013-09-20T12:00:00Z
2013,9,20,825,830,-5,1011,1030,-19,DL,2119,N368NW,LGA,MSP,139,1020,8,30,2013-09-20T12:00:00Z
2013,9,20,825,820,5,1107,1110,-3,B6,281,N621JB,JFK,HOU,181,1428,8,20,2013-09-20T12:00:00Z
2013,9,20,825,705,80,1058,1010,48,UA,482,N478UA,EWR,FLL,129,1065,7,5,2013-09-20T11:00:00Z
2013,9,20,825,830,-5,1052,1122,-30,UA,1117,N31412,EWR,MCO,121,937,8,30,2013-09-20T12:00:00Z
2013,9,20,826,829,-3,1012,1021,-9,DL,1157,N316NB,EWR,MSP,141,1008,8,29,2013-09-20T12:00:00Z
2013,9,20,826,825,1,1015,1022,-7,B6,219,N190JB,JFK,CLT,80,541,8,25,2013-09-20T12:00:00Z
2013,9,20,827,830,-3,946,1009,-23,9E,3521,N923XJ,JFK,ORD,110,740,8,30,2013-09-20T12:00:00Z
2013,9,20,827,820,7,1040,1052,-12,B6,677,N657JB,JFK,JAX,106,828,8,20,2013-09-20T12:00:00Z
2013,9,20,827,830,-3,1108,1130,-22,UA,443,N598UA,JFK,LAX,319,2475,8,30,2013-09-20T12:00:00Z
2013,9,20,827,835,-8,1107,1141,-34,UA,446,N427UA,EWR,MIA,134,1085,8,35,2013-09-20T12:00:00Z
2013,9,20,828,830,-2,1031,1047,-16,EV,4404,N12172,EWR,MCI,153,1092,8,30,2013-09-20T12:00:00Z
2013,9,20,828,836,-8,934,944,-10,B6,2280,N249JB,EWR,BOS,39,200,8,36,2013-09-20T12:00:00Z
2013,9,20,828,829,-1,1015,1029,-14,MQ,3478,N518MQ,LGA,DTW,76,502,8,29,2013-09-20T12:00:00Z
2013,9,20,829,829,0,1100,1122,-22,B6,189,N637JB,JFK,SAN,313,2446,8,29,2013-09-20T12:00:00Z
2013,9,20,829,830,-1,1029,1040,-11,EV,5157,N753EV,LGA,CLT,82,544,8,30,2013-09-20T12:00:00Z
2013,9,20,830,838,-8,1006,1021,-15,EV,4711,N13995,EWR,STL,124,872,8,38,2013-09-20T12:00:00Z
2013,9,20,830,835,-5,937,933,4,EV,5811,N15985,EWR,PVD,35,160,8,35,2013-09-20T12:00:00Z
2013,9,20,830,835,-5,945,1001,-16,9E,3492,N932XJ,JFK,DCA,44,213,8,35,2013-09-20T12:00:00Z
2013,9,20,831,830,1,935,947,-12,9E,3879,N8390A,JFK,BWI,38,184,8,30,2013-09-20T12:00:00Z
2013,9,20,831,710,81,1115,1025,50,AA,1345,N320AA,JFK,MIA,140,1089,7,10,2013-09-20T11:00:00Z
2013,9,20,832,837,-5,1032,1047,-15,EV,4638,N12563,EWR,CVG,85,569,8,37,2013-09-20T12:00:00Z
2013,9,20,832,805,27,1130,1131,-1,9E,3489,N904XJ,LGA,RSW,149,1080,8,5,2013-09-20T12:00:00Z
2013,9,20,832,835,-3,947,1000,-13,MQ,3355,N519MQ,LGA,BNA,98,764,8,35,2013-09-20T12:00:00Z
2013,9,20,832,830,2,1141,1137,4,UA,1480,N75853,EWR,SFO,332,2565,8,30,2013-09-20T12:00:00Z
2013,9,20,833,840,-7,950,1007,-17,EV,4594,N22909,EWR,PIT,50,319,8,40,2013-09-20T12:00:00Z
2013,9,20,835,840,-5,1001,1022,-21,EV,5288,N713EV,LGA,BUF,48,292,8,40,2013-09-20T12:00:00Z
2013,9,20,835,758,37,1033,1020,13,UA,561,N574UA,LGA,DEN,209,1620,7,58,2013-09-20T11:00:00Z
2013,9,20,836,845,-9,916,956,-40,9E,3855,N8588D,JFK,PHL,23,94,8,45,2013-09-20T12:00:00Z
2013,9,20,837,843,-6,1108,1114,-6,EV,4388,N18556,EWR,JAX,115,820,8,43,2013-09-20T12:00:00Z
2013,9,20,837,835,2,926,943,-17,B6,2818,N796JB,JFK,BOS,32,187,8,35,2013-09-20T12:00:00Z
2013,9,20,838,725,73,939,822,77,EV,6062,N16954,EWR,BDL,24,116,7,25,2013-09-20T11:00:00Z
2013,9,20,840,825,15,1024,1029,-5,US,1831,N538UW,JFK,CLT,80,541,8,25,2013-09-20T12:00:00Z
2013,9,20,841,845,-4,1015,1018,-3,EV,5286,N738EV,LGA,BTV,43,258,8,45,2013-09-20T12:00:00Z
2013,9,20,842,830,12,1026,1018,8,EV,4537,N27962,EWR,MEM,129,946,8,30,2013-09-20T12:00:00Z
2013,9,20,842,847,-5,1026,1017,9,UA,654,N415UA,EWR,ORD,109,719,8,47,2013-09-20T12:00:00Z
2013,9,20,843,845,-2,1003,1022,-19,EV,5220,N720EV,LGA,ROC,44,254,8,45,2013-09-20T12:00:00Z
